Title,Authors,Periodical-Title,Pub-Year,PMID
Acute kidney injury after radial or femoral ar ter y access in ST-segment elevation myocardial infarction: AKI-SAFARI,"Marbach, Jeffrey A.; Wells, George; Di Santo, Pietro; So, Derek; Chong, Aun-Yeong; Russo, Juan; Labinaz, Marino; Dick, Alexander; Froeschl, Michael; Glover, Christopher; Hibbert, Benjamin; Marquis, Jean-Francois; MacDougall, Andrea; Kass, Malek; Paddock, Vernon; Quraishi, Ata Ur Rehman; Chandrasekhar, Jaya; Ghosh, Nina; Bernick, Jordan; Le May, Michel",American Heart Journal,2021,
"Association between chronic bladder catheterisation and bladder cancer incidence and mortality: a population-based retrospective cohort study in Ontario, Canada","Hird, Amanda E.; Saskin, Refik; Liu, Ying; Lee, Yuna; Ajib, Khaled; Matta, Rano; Kodama, Ronald; Carr, Lesley; Kulkarni, Girish S.; Herschorn, Sender; Narod, Steven A.; Nam, Robert K.",BMJ Open,2021,
Building a sustainable rural physician workforce,"Ostini, Remo; O'Sullivan, Belinda; Strasser, Sarah",Medical Journal Of Australia,2021,
Canadian ROS proto-oncogene 1 study (CROS) for multi-institutional implementation of ROS1 testing in non-small cell lung cancer,"Cheung, Carol C.; Smith, Adam C.; Albadine, Roula; Bigras, Gilbert; Bojarski, Anna; Couture, Christian; Cutz, Jean-Claude; Huang, Weei-Yuan; Ionescu, Diana; Itani, Doha; Izevbaye, Iyare; Karsan, Aly; Kelly, Margaret M.; Knoll, Joan; Kwan, Keith; Nasr, Michel R.; Qing, Gefei; Rashid-Kolvear, Fariboz; Sekhon, Harmanjatinder S.; Spatz, Alan; Stockley, Tracy; Danh Tran-Thanh; Tucker, Tracy; Waghray, Ranjit; Wang, Hangjun; Xu, Zhaolin; Yatabe, Yasushi; Torlakovic, Emina E.; Tsao, Ming-Sound",Lung Cancer,2021,
Cardiovascular Risk Associated With Ibrutinib Use in Chronic Lymphocytic Leukemia: A Population-Based Cohort Study,"Abdel-Qadir, Husam; Sabrie, Nasruddin; Leong, Darryl; Pang, Andrea; Austin, Peter C.; Prica, Anca; Nanthakumar, Kumaraswamy; Calvillo-Arguelles, Oscar; Lee, Douglas S.; Thavendiranathan, Paaladinesh",Journal Of Clinical Oncology,2021,
Characteristics and Outcomes of Women Developing Heart Failure After Early Stage Breast Cancer Chemotherapy: A Population-Based Matched Cohort Study,"Abdel-Qadir, Husam; Tai, Felicia; Croxford, Ruth; Austin, Peter C.; Amir, Eitan; Calvillo-Arguelles, Oscar; Ross, Heather; Lee, Douglas S.; Thavendiranathan, Paaladinesh",Circulation - Heart Failure,2021,
Characterization and management of NMIBC recurrences after TMT: a matched cohort analysis,"Ajib, Khaled; Berjaoui, Mohamad Baker; Herrera-Caceres, JaimeOmar; Nason, Gregory; Tan, Guan Hee; Tjong, Michael C.; Lajkosz, Katherine; Sridhar, Srikala; Fleshner, Neil E.; Zlotta, Alexandre R.; Catton, Charles; Berlin, Alejandro; Chung, Peter; Kulkarni, Girish S.",Urologic Oncology - Seminars And Original Investigations,2021,
Clinical Presentation and Outcome of Patients Experiencing Homelessness Presenting With ST-Segment Elevation Myocardial Infarction,"Liauw, Samantha S. L.; Luong, Linh; Liu, Shuangbo; Atcha, Mohamed; Kwok, Yvonne; Nisenbaum, Rosane; Fam, Neil; Hwang, Stephen W.; Cheema, Asim N.",Canadian Journal Of Cardiology,2021,
Contextual Competence: How residents develop competent performance in new settings,"Teunissen, Pim W.; Watling, Christopher J.; Schrewe, Brett; Asgarova, Sevinj; Ellaway, Rachel; Myers, Kathryn; Topps, Maureen; Bates, Joanna",Medical Education,2021,
Coronary artery disease in patients with human immunodeficiency virus infection,"Mondal, Pratik; Aljizeeri, Ahmed; Small, Gary; Malhotra, Saurabh; Harikrishnan, Prakash; Affandi, Jacquita S.; Buechel, Ronny R.; Dwivedi, Girish; Al-Mallah, Mouaz; Jain, Diwakar",Journal Of Nuclear Cardiology,2021,
Effect of Enteral Protein Amount on Growth and Health Outcomes in Very-Low-Birth-Weight Preterm Infants: Phase II of the Pre-B Project and an Evidence Analysis Center Systematic Review,"Fenton, Tanis R.; Groh-Wargo, Sharon; Gura, Kathleen; Martin, Camilia R.; Taylor, Sarah N.; Griffin, Ian J.; Rozga, Mary; Moloney, Lisa",Journal Of The Academy Of Nutrition And Dietetics,2021,
Exercise Right Heart Catheterisation in Cardiovascular Diseases: A Guide to Interpretation and Considerations in the Management of Valvular Heart Disease,"Valle, F. H.; Mohammed, B.; Wright, S. P.; Bentley, R.; Fam, N. P.; Mak, S.",Interventional Cardiology - Reviews Research Resources,2021,
Gastroenteropancreatic neuroendocrine neoplasms: A clinical snapshot,"Fernandez, Cornelius J.; Agarwal, Mayuri; Pottakkat, Biju; Haroon, Nisha Nigil; George, Annu Susan; Pappachan, Joseph M.",World Journal Of Gastrointestinal Surgery,2021,
Historical overview and new directions in bioarchaeological trace element analysis: a review,"Simpson, Rachel; Cooper, David M. L.; Swanston, Treena; Coulthard, Ian; Varney, Tamara L.",Archaeological And Anthropological Sciences,2021,
Immunogenicity and Safety of a 3-Antigen Hepatitis B Vaccine vs a Single-Antigen Hepatitis B Vaccine A Phase 3 Randomized Clinical Trial,"Vesikari, Timo; Finn, Adam; van Damme, Pierre; Leroux-Roels, Isabel; Leroux-Roels, Geert; Segall, Nathan; Toma, Azhar; Vallieres, Gerald; Aronson, Ronnie; Reich, Dennis; Arora, Samir; Ruane, Peter J.; Cone, Clancy L.; Manns, Michael; Cosgrove, Catherine; Faust, Saul N.; Ramasamy, Maheshi N.; Machluf, Nathalie; Spaans, Johanna N.; Yassin-Rajkumar, Bebi; Anderson, David; Popovic, Vlad; Diaz-Mitoma, Francisco; CONSTANT, Study Grp",JAMA Network Open,2021,
Impact of COVID-19 on hospital hand hygiene performance: a multicentre observational study using group electronic monitoring,"Williams, Victoria; Kovacs-Litman, Adam; Muller, Matthew P.; Hota, Susy; Powis, Jeff E.; Ricciuto, Daniel R.; Mertz, Dominik; Katz, Kevin; Castellani, Lucas; Kiss, Alex; Linkenheld-Struk, Amber; Leis, Jerome A.",CMAJ Open,2021,
Implementation and evaluation of a curriculum on the assessment and treatment of disruptive behaviour disorders,"Doja, Asif; Pringsheim, Tamara; Andrade, Brendan F.; Cowley, Lindsay; Healy, Sarah A.; Baron, Tara; Chan, Melissa; DiBartolo, Marielena; Gripp, Karen; Manos, Sarah; Silverman, Jason A.; Writer, Hilary; Gorman, Daniel A.",Paediatrics & Child Health,2021,
"Implementation of a neonatal hepatitis B immunization program in rural Karenni State, Myanmar: A mixed-methods study","Guan, T. H.; Htut, Hnin Nandar; Davison, Colleen M.; Sebastian, Shruti; Bartels, Susan Andrea; Aung, Soe Moe; Purkey, Eva",PLOS One,2021,
Implementation and evaluation of a two-eyed seeing approach using traditional healing and seeking safety in an indigenous residential treatment program in Northern Ontario,"Marsh TN, Eshakakogan C, Eibl JK, Spence M, Morin KA, Goertzen A, Gauthier GJ, Gauthier-Frolick D, Tahsin F, Sayers CD, Ozawanimke CA, Bissaillion CB, Nootchtai CC, Marsh DC.",International journal of circumpolar health,2021,
"Innocent observers? Discursive choices and the construction of ""occupation""","Kiepek, Niki C.",Journal Of Occupational Science,2021,
Interdisciplinary Approach to Comprehensive Virtual Patient Care in Lung Transplant,"Marks, N.; Singer, L.; Wickerson, L.; Chaparro, C.; Zilinskas, G.; Masino, C.; Won, L.; Dalton, P.; Keshavjee, S.; Sidhu, A.",Journal Of Heart And Lung Transplantation,2021,
Inter-individual variability in atrasentan exposure partly explains variability in kidney protection and fluid retention responses: A post hoc analysis of the SONAR trial,"Koomen, Jeroen, V.; Stevens, Jasper; Bakris, George; Correa-Rotter, Ricardo; Hou, Fan Fan; Kitzman, Dalane W.; Kohan, Donald; Makino, Hirofumi; McMurray, John J., V.; Parving, Hans-Henrik; Perkovic, Vlado; Tobe, Sheldon W.; de Zeeuw, Dick; Heerspink, Hiddo J. L.",Diabetes Obesity & Metabolism,2021,
Invasive Haemophilus influenzae Infections after 3 Decades of Hib Protein Conjugate Vaccine Use,"Slack, M. P. E.; Cripps, A. W.; Grimwood, K.; Mackenzie, G. A.; Ulanova, G. M.",Clinical Microbiology Reviews,2021,
Key policy and programmatic factors to improve influenza vaccination rates based on the experience from four high-performing countries,"Kassianos, George; Banerjee, Ashis; Baron-Papillon, Florence; Hampson, Alan W.; McElhaney, Janet E.; McGeer, Allison; Rigoine de Fougerolles, Thierry; Rothholz, Mitch; Seale, Holly; Tan, Litjen J.; Thomson, Angus; Vitoux, Olivier",Drugs In Context,2021,
Methodology for clinical genotyping of CYP2D6 and CYP2C19 ,"Henriques, Beatriz Carvalho; Buchner, Avery; Hu, Xiuying; Wang, Yabing; Yavorskyy, Vasyl; Wallace, Keanna; Dong, Rachael; Martens, Kristina; Carr, Michael S.; Asl, Bahareh Behroozi; Hague, Joshua; Sivapalan, Sudhakar; Maier, Wolfgang; Dernovsek, Mojca Z.; Henigsberg, Neven; Hauser, Joanna; Souery, Daniel; Cattaneo, Annamaria; Mors, Ole; Rietschel, Marcella; Pfeffer, Gerald; Hume, Stacey; Aitchison, Katherine J.",Translational Psychiatry,2021,
Minimally Invasive vs. Open Surgery for Lumbar Spinal Stenosis in Patients with Diabetes - A Canadian Spine Outcomes and Research Network Study,"Hathi, Kalpesh; Bigney, Erin; Richardson, Eden; Alugo, Tolu; El-Mughayyar, Dana; Vandewint, Rampersaud, Y. Raja; Hall, Hamilton; McIntosh, Greg; Johnson, Michael G.; Bailey, Christopher S.; Weber, Michael H.; Paquet, Jerome; Kingwell, Stephen; Nataraj, Andrew; Finkelstein, Joel; Kelly, Adrienne; Attabib, Najmedden",Global Spine Journal,2021,
Mobile interventions targeting common mental disorders among pregnant and postpartum women: An equity-focused systematic review,"Saad, A.; Magwood, O.; Aubry, T.; Alkhateeb, Q.; Hashmi, S. S.; Hakim, J.; Ford, L.; Kassam, A.; Tugwell, P.; Pottie, K.",PLOS ONE,2021,
Multisite verification of the accuracy of a multi-gene next generation sequencing panel for detection of mutations and copy number alterations in solid tumours,"Bartlett, John; Amemiya, Yutaka; Arts, Heleen; Bayani, Jane; Eng, Barry; Grafodatskaya, Daria; Reid, Suzanne Kamel; Lariviere, Mathieu; Lo, Bryan; McClure, Rebecca; Mittal, Vinay; Sadikovic, Bekim; Sadis, Seth; Seth, Arun; Smith, Jeff; Zhang, Xiao; Feilotter, Harriet",PLOS One,2021,
Myocardial T1 and T2 Mapping by Magnetic Resonance in Patients With Immune Checkpoint Inhibitor-Associated Myocarditis,"Thavendiranathan, Paaladinesh; Zhang, Lili; Zafar, Amna; Drobni, Zsofia D.; Mahmood, Syed S.; Cabral, Marcella; Awadalla, Magid; Nohria, Anju; Zlotoff, Daniel A.; Thuny, Franck; Heinzerling, Lucie M.; Barac, Ana; Sullivan, Ryan J.; Chen, Carol L.; Gupta, Dipti; Kirchberger, Michael C.; Hartmann, Sarah E.; Weinsaft, Jonathan W.; Gilman, Hannah K.; Rizvi, Muhammad A.; Kovacina, Bojan; Michel, Caroline; Sahni, Gagan; Gonzalez-Mansilla, Ana; Calles, Antonio; Fernandez-Aviles, Francisco; Mahmoudi, Michael; Reynolds, Kerry L.; Ganatra, Sarju; Jose Gavira, Juan; Salterain Gonzalez, Nahikari; de Yebenes Castro, Manuel Garcia; Kwong, Raymond Y.; Jerosch-Herold, Michael; Coelho-Filho, Otavio; Afilalo, Jonathan; Zatarain-Nicolas, Eduardo; Baksi, A. J.; Wintersperger, Bernd J.; Calvillo-Arguelles, Oscar; Ederhy, Stephane; Yang, Eric H.; Lyon, Alexander R.; Fradley, Michael G.; Neilan, Tomas G.",Journal Of The American College Of Cardiology,2021,
Natural History of Renal Angiomyolipoma Favors Surveillance as an Initial Approach,"Cancer, Kidney; Nason, Gregory J.; Morris, Jonathan; Bhatt, Jaimin R.; Richard, Patrick O.; Martin, Lisa; Ajib, Khaled; Tan, Guan Hee; Jewett, Michael A. S.; Jhaveri, Kartik; Zlotta, Alexandre R.; Lee, Jason Y.; Perlis, Nathan; Hamilton, Robert J.; Finelli, Antonio",European Urology Focus,2021,
Oral magnesium supplements for cancer treatment?induced hypomagnesemia: Results from a pilot randomized trial,"Awan, Arif; Basulaiman, Bassam; Stober, Carol; Clemons, Mark; Fergusson, Dean; Hilton, John; Ghareeb, Waleed; Goodwin, Rachel; Ibrahim, Mohammed; Hutton, Brian; Vandermeer, Lisa; Mallick, Ranjeeta; Vickers, Michael",Health Science Reports,2021,
Patient-reported outcomes in those consuming medical cannabis: a prospective longitudinal observational study in chronic pain patients,"Meng, Howard; Page, M. G.; Ajrawat, Prabjit; Deshpande, Amol; Samman, Bana; Dominicis, Mary; Ladha, Karim S.; Fiorellino, Joseph; Huang, Alexander; Kotteeswaran, Yuvaraj; McClaren-Blades, Alex; Kotra, Lakshmi P.; Clarke, Hance",Canadian Journal Of Anesthesia - Journal Canadien D Anesthesie,2021,
Patients' perspectives of prehabilitation as an extension of Enhanced Recovery After Surgery protocols,"Gillis, Chelsia; Gill, Marlyn; Gramlich, Leah; Culos-Reed, S.; Nelson, Greg; Ljungqvist, Olle; Carli, Franco; Fenton, Tanis",Canadian Journal Of Surgery,2021,
Perioperative Pain and Addiction Interdisciplinary Network (PAIN): consensus recommendations for perioperative management of cannabis and cannabinoid-based medicine users by a modified Delphi process,"Ladha, Karim S.; McLaren-Blades, Alexander; Goel, Akash; Buys, Michael J.; Farquhar-Smith, Paul; Haroutounian, Simon; Kotteeswaran, Yuvaraj; Kwofie, Kwesi; Le Foll, Bernard; Lightfoot, Nicholas J.; Loiselle, Joel; Mace, Hamish; Nicholls, Judith; Regev, Aviva; Rosseland, Leiv Arne; Shanthanna, Harsha; Sinha, Avinash; Sutherland, Ainsley; Tanguay, Rob; Yafai, Sherry; Glenny, Martha; Choi, Paul; Ladak, Salima S. J.; Leroux, Timothy Sean; Kawpeng, Ian; Samman, Bana; Singh, Rajbir; Clarke, Hance",British Journal Of Anaesthesia,2021,
Predictors of Left Ventricular Outflow Tract Obstruction After Transcatheter Mitral Valve Replacement in Severe Mitral Annular Calcification: An Analysis of the Transcatheter Mitral Valve Replacement in Mitral Annular Calcification Global Registry,"El Sabbagh, Abdallah; Al-Hijji, Mohammed; Wang, Dee Dee; Eleid, Mackram; Urena, Marina; Himbert, Dominique; Chakravarty, Tarun; Holzhey, David; Pershad, Ashish; Fang, H. K.; Nejjari, Mohammed; Zahr, Firas; Dvir, Danny; Sardar, Muhammad Rizwan; Cheema, Asim N.; Alnasser, Sami; Iyer, Vijay; Kaddissi, Georges; Webb, John; Makkar, Raj; Vahanian, Alec; O'Neill, William; Rihal, Charanjit; Guerrero, Mayra",Circulation - Cardiovascular Imaging,2021,
"Proceedings of a workshop to discuss the epidemiology of invasive Haemophilus influenzae disease with emphasis on serotype a and b in the Americas, 2019","Cox, A. D.; Lee, R. K.; Ulanova, M.; Bruce, M. G.; Tsang, R. S. W.",Vaccine,2021,
Prognostic importance of coincidental coronary artery calcification on FDG-PET/CT oncology studies,"El Mais, Huda; Kay, Robert; Almubarak, Hassan; Rowe, Jennifer M.; Chow, Alyssa L. S.; Ruddy, Terrence; Beanlands, Rob S.; Crean, Andrew M.; Chow, Benjamin J. W.; Leung, Eugene C. Y.; Small, Gary R.",International Journal Of Cardiovascular Imaging,2021,
Quantum chemical insight into the effects of the local electron environment on T2*-based MRI,"Petronek, M. S.; St-Aubin, J.; Lee, C. Y.; Spitz, D. R.; Gillan, E. G.; Allen, B. G.; Magnotta, V. A.",Scientific Reports,2021,
Radical nephrectomy with resection of vena cava thrombus using extracorporeal circulation and deep hypothermic circulatory arrest,"Nason, Gregory J.; Ajib, Khaled; Tan, Guan Hee; Woon, Dixon T. S.; Christakis, George T.; Nam, Robert K.",CUAJ - Canadian Urological Association Journal,2021,
Routine Coronary Angiography in Adults Undergoing Percutaneous Atrial Septal Defect Closure: Implications for Practice Guidelines,"Olesovsky, Christopher; Muthuppalaniappan, Annamalar; Schneider, Heiko; Abrahamyan, Lusine; Meier, Lukas; Alnasser, Sami; Shah, Ashish; Bach, Yvonne; Frankfurter, Claudia; Benson, Lee; Osten, Mark; Horlick, Eric M.",Journal Of Invasive Cardiology,2021,
Single-night stay for open radial prostatectomy,"Nason, Gregory J.; Kim, Justin K.; Tan, Guan Hee; Ajib, Khaled; Nam, Robert K.",CUAJ - Canadian Urological Association Journal,2021,
The impact of interpersonal relationships on rural doctors' clinical courage,"Walters, L.; Couper, I.; Stewart, R. A.; Campbell, D. G.; Konkin, J.",Rural And Remote Health,2021,
The Landscape of Chromosome Instability in Breast Cancers and Associations with the Tumor Mutation Burden: An Analysis of Data from TCGA,"Voutsadakis, Ioannis A.",Cancer Investigation,2021,
The prevalence of feeding difficulties and potential risk factors in pediatric intestinal failure: Time to consider promoting oral feeds?,"Boctor, Dana Liza; Jutteau, Wiem Hassen; Fenton, Tanis R.; Shourounis, Jasmine; Galante, Gary Joshua; Eicher, Isabelle; Goulet, Olivier; Lambe, Cecile",Clinical Nutrition,2021,
"The primary care assessment and research of a telephone intervention for neuropsychiatric conditions with education and resources study: Design, rationale, and sample of the PARTNERs randomized controlled trial","Rodie, David J.; Fitzgibbon, Kyle; Perivolaris, Athina; Crawford, Allison; Geist, Rose; Levinson, Andrea; Mitchell, Brian; Oslin, David; Sunderji, Nadiya; Mulsant, Benoit H.",Contemporary Clinical Trials,2021,
The timing of amputation of mangled lower extremities does not predict post-injury outcomes and mortality: A retrospective analysis from the ACS TQIP database,"Tillmann, Bourke W.; Guttman, Matthew P.; Nathens, Avery B.; de Mestral, Charles; Kayssi, Ahmed; Haas, Barbara",Journal of Trauma and Acute Care Surgery,2021,
Top-down thulium fiber laser enucleation of the prostate: technical aspects,"Elmansy, Hazem; Shabana, Waleed; Waugh, Miranda; Ahmad, Abdulrahman; Hadi, Ruba Abdul; Shahrour, Walid",Central European Journal Of Urology,2021,
Treatment of Pramipexole-Induced Problematic Sexual Behaviors,"Murphy, Lisa; Ly, Thanh; DiMario, Keana; Mihowich, Terry; Fedoroff, J. P.",The Primary Care Companion For CNS Disorders,2021,
Unanticipated efficacy of SARS-CoV-2 vaccination in older adults,"Pawelec, Graham; McElhaney, Janet",Immunity & Ageing,2021,
Understanding the staff cancer through the perceived experiences of varsity male soccer players,"Giffin, C. E.; Schinke, R. J.; Middleton, TRF; Kerr, G.; Lariviére, M.; Kpazaï, G.; Petersen, B.",Qualitative Research In Sport Exercise And Health,2021,
Utilization of redox modulating small molecules that selectively act as pro-oxidants in cancer cells to open a therapeutic window for improving cancer therapy,"Petronek, M. S.; Stolwijk, J. M.; Murray, S. D.; Steinbach, E. J.; Zakharia, Y.; Buettner, G. R.; Spitz, D. R.; Allen, B. G.",Redox Biology,2021,
Validating impact of pretreatment tumor growth rate on outcome of early-stage lung cancer treated with stereotactic body radiation therapy,"Atallah, Soha; Le, Lisa W.; Bezjak, Andrea; MacRae, Robert; Hope, Andrew J.; Pantarotto, Jason",Thoracic Cancer,2021,
A 'benign' extrapyramidal side effect masking a life-threatening neuroleptic malignant syndrome,"Dolp, R.; Ansari, M. A.; Chan, M.; Hassan, T.",Pakistan Journal Of Medical Sciences,2020,
"A cohort study evaluating the association between concurrent mental disorders, mortality, morbidity, and continuous treatment retention for patients in opioid agonist treatment (OAT) across Ontario, Canada, using administrative health data","Morin, Kristen A.; Eibl, Joseph K.; Gauthier, Graham; Rush, Brian; Mushquash, Christopher; Lightfoot, Nancy E.; Marsh, David C.",Harm Reduction Journal,2020,
